"","category","over_represented_pvalue","term","ontology"
"8964","GO:0034308",0.0341026942319645,"primary alcohol metabolic process","BP"
"7378","GO:0031032",0.0341300730082368,"actomyosin structure organization","BP"
"13808","GO:0055064",0.0342953340207253,"chloride ion homeostasis","BP"
"3204","GO:0006692",0.0343364204408599,"prostanoid metabolic process","BP"
"3205","GO:0006693",0.0343364204408599,"prostaglandin metabolic process","BP"
"3097","GO:0006560",0.034440567516773,"proline metabolic process","BP"
"15720","GO:0071455",0.034694344464491,"cellular response to hyperoxia","BP"
"16342","GO:0072659",0.0347096314786869,"protein localization to plasma membrane","BP"
"14182","GO:0060456",0.0347744340862318,"positive regulation of digestive system process","BP"
"3162","GO:0006641",0.0348177744374774,"triglyceride metabolic process","BP"
"20945","GO:2000146",0.0348383947469045,"negative regulation of cell motility","BP"
"12222","GO:0046959",0.0348476122804223,"habituation","BP"
"17841","GO:0106027",0.0348898195633121,"neuron projection organization","BP"
"15528","GO:0071071",0.0349605947573313,"regulation of phospholipid biosynthetic process","BP"
"17125","GO:0097484",0.0349725691693334,"dendrite extension","BP"
"10645","GO:0043031",0.03507838054427,"negative regulation of macrophage activation","BP"
"21474","GO:2001233",0.0351401563320944,"regulation of apoptotic signaling pathway","BP"
"4137","GO:0009072",0.0351675520265814,"aromatic amino acid family metabolic process","BP"
"3790","GO:0008206",0.0351724161919332,"bile acid metabolic process","BP"
"4899","GO:0010966",0.035178102632087,"regulation of phosphate transport","BP"
"5712","GO:0016525",0.035214504023503,"negative regulation of angiogenesis","BP"
"5036","GO:0014829",0.0352484971399544,"vascular associated smooth muscle contraction","BP"
"13621","GO:0051962",0.0352837604053107,"positive regulation of nervous system development","BP"
"11204","GO:0044342",0.0353331765071596,"type B pancreatic cell proliferation","BP"
"3673","GO:0007626",0.0354199554058192,"locomotory behavior","BP"
"13243","GO:0051247",0.0355380820188854,"positive regulation of protein metabolic process","BP"
"8319","GO:0032720",0.0356121775075014,"negative regulation of tumor necrosis factor production","BP"
"19403","GO:1903589",0.0358326925696774,"positive regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis","BP"
"17862","GO:0106072",0.0358564639295622,"negative regulation of adenylate cyclase-activating G protein-coupled receptor signaling pathway","BP"
"4405","GO:0009755",0.0358648895551694,"hormone-mediated signaling pathway","BP"
"8631","GO:0033240",0.0360100271179206,"positive regulation of cellular amine metabolic process","BP"
"7090","GO:0030322",0.0360565264913242,"stabilization of membrane potential","BP"
"4189","GO:0009144",0.0360662291148285,"purine nucleoside triphosphate metabolic process","BP"
"516","GO:0001656",0.0360666394069911,"metanephros development","BP"
"25","GO:0000050",0.0361525073332354,"urea cycle","BP"
"6377","GO:0019627",0.0361525073332354,"urea metabolic process","BP"
"16000","GO:0071941",0.0361525073332354,"nitrogen cycle metabolic process","BP"
"15386","GO:0070841",0.0362064659580604,"inclusion body assembly","BP"
"19781","GO:1904375",0.0362293191068246,"regulation of protein localization to cell periphery","BP"
"10254","GO:0042182",0.0363105814266846,"ketone catabolic process","BP"
"969","GO:0002369",0.0363169418415785,"T cell cytokine production","BP"
"7508","GO:0031282",0.0363994295624012,"regulation of guanylate cyclase activity","BP"
"10966","GO:0043574",0.0364397476607023,"peroxisomal transport","BP"
"1208","GO:0002820",0.0365486536978427,"negative regulation of adaptive immune response","BP"
"13070","GO:0050957",0.0365941788973366,"equilibrioception","BP"
"13001","GO:0050857",0.0367512615978968,"positive regulation of antigen receptor-mediated signaling pathway","BP"
"14064","GO:0060312",0.0367914337413804,"regulation of blood vessel remodeling","BP"
"3662","GO:0007614",0.0368063949608796,"short-term memory","BP"
"10790","GO:0043279",0.0368325003356745,"response to alkaloid","BP"
"17726","GO:0099641",0.0369582725216781,"anterograde axonal protein transport","BP"
"18989","GO:1902744",0.0369915914306655,"negative regulation of lamellipodium organization","BP"
"8735","GO:0033605",0.0371119455142766,"positive regulation of catecholamine secretion","BP"
"5319","GO:0015732",0.0371351509845232,"prostaglandin transport","BP"
"12211","GO:0046939",0.0371493473112142,"nucleotide phosphorylation","BP"
"7154","GO:0030501",0.0372254240456198,"positive regulation of bone mineralization","BP"
"12482","GO:0048251",0.0372612043402488,"elastic fiber assembly","BP"
"20336","GO:1905477",0.0373478099807002,"positive regulation of protein localization to membrane","BP"
"13088","GO:0050999",0.0375230032803008,"regulation of nitric-oxide synthase activity","BP"
"17919","GO:0110111",0.0376345087931359,"negative regulation of animal organ morphogenesis","BP"
"2830","GO:0006152",0.0378431334685316,"purine nucleoside catabolic process","BP"
"11872","GO:0046130",0.0378431334685316,"purine ribonucleoside catabolic process","BP"
"12076","GO:0046638",0.037852236211591,"positive regulation of alpha-beta T cell differentiation","BP"
"13790","GO:0055017",0.0378620545520824,"cardiac muscle tissue growth","BP"
"4126","GO:0009060",0.0378941737433204,"aerobic respiration","BP"
"20997","GO:2000251",0.0380943870562933,"positive regulation of actin cytoskeleton reorganization","BP"
"16853","GO:0090673",0.0380977950394653,"endothelial cell-matrix adhesion","BP"
"14712","GO:0061572",0.0381023021392879,"actin filament bundle organization","BP"
"13522","GO:0051775",0.0381615695804135,"response to redox state","BP"
"16801","GO:0090521",0.0382712536131999,"glomerular visceral epithelial cell migration","BP"
"12104","GO:0046689",0.0383251710112697,"response to mercury ion","BP"
"15964","GO:0071887",0.0384826702971131,"leukocyte apoptotic process","BP"
"9441","GO:0035457",0.0385085151402326,"cellular response to interferon-alpha","BP"
"20147","GO:1905065",0.0385091746481829,"positive regulation of vascular associated smooth muscle cell differentiation","BP"
"6375","GO:0019614",0.0385341606179544,"catechol-containing compound catabolic process","BP"
"10362","GO:0042424",0.0385341606179544,"catecholamine catabolic process","BP"
"4242","GO:0009201",0.0385423220116549,"ribonucleoside triphosphate biosynthetic process","BP"
"3216","GO:0006707",0.038614517865193,"cholesterol catabolic process","BP"
"5521","GO:0016127",0.038614517865193,"sterol catabolic process","BP"
"19557","GO:1903901",0.0386235851932861,"negative regulation of viral life cycle","BP"
"14670","GO:0061469",0.0387284976074743,"regulation of type B pancreatic cell proliferation","BP"
"13989","GO:0060192",0.0387682842799335,"negative regulation of lipase activity","BP"
"8279","GO:0032649",0.0387849397978382,"regulation of interferon-gamma production","BP"
"5519","GO:0016125",0.0390581761061175,"sterol metabolic process","BP"
"13418","GO:0051580",0.0390682607562205,"regulation of neurotransmitter uptake","BP"
"15032","GO:0070169",0.0391120900826125,"positive regulation of biomineral tissue development","BP"
"17925","GO:0110151",0.0391120900826125,"positive regulation of biomineralization","BP"
"18493","GO:1901386",0.0391511567098485,"negative regulation of voltage-gated calcium channel activity","BP"
"18134","GO:0150079",0.0392025946750186,"negative regulation of neuroinflammatory response","BP"
"15291","GO:0070613",0.0392206707473854,"regulation of protein processing","BP"
"14094","GO:0060347",0.0392303519639258,"heart trabecula formation","BP"
"11668","GO:0045760",0.0392355685037004,"positive regulation of action potential","BP"
"8589","GO:0033157",0.0392450351241531,"regulation of intracellular protein transport","BP"
"5078","GO:0014902",0.0395158282596991,"myotube differentiation","BP"
"1207","GO:0002819",0.0395843760994707,"regulation of adaptive immune response","BP"
"17683","GO:0099566",0.0396542869975257,"regulation of postsynaptic cytosolic calcium ion concentration","BP"
"9252","GO:0035021",0.0396983603401057,"negative regulation of Rac protein signal transduction","BP"
"6103","GO:0018197",0.0397038038921445,"peptidyl-aspartic acid modification","BP"
"8502","GO:0033002",0.0397348416781254,"muscle cell proliferation","BP"
"8477","GO:0032964",0.0397443117757732,"collagen biosynthetic process","BP"
"15029","GO:0070166",0.0397903233327678,"enamel mineralization","BP"
"18058","GO:0140205",0.0398091391925449,"oligopeptide import across plasma membrane","BP"
"18059","GO:0140206",0.0398091391925449,"dipeptide import across plasma membrane","BP"
"16021","GO:0072007",0.0399783711795935,"mesangial cell differentiation","BP"
"9223","GO:0034776",0.0400932781624468,"response to histamine","BP"
"20348","GO:1905517",0.0401870752509364,"macrophage migration","BP"
"17394","GO:0098810",0.0402243438744201,"neurotransmitter reuptake","BP"
"20964","GO:2000181",0.0402803004046509,"negative regulation of blood vessel morphogenesis","BP"
"6090","GO:0018146",0.0403775625261346,"keratan sulfate biosynthetic process","BP"
"14169","GO:0060440",0.0403802568165399,"trachea formation","BP"
"16427","GO:0080134",0.040494906949432,"regulation of response to stress","BP"
"1210","GO:0002822",0.0405511937110875,"regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","BP"
"11749","GO:0045916",0.0406601444521246,"negative regulation of complement activation","BP"
"7019","GO:0030220",0.0407286553965868,"platelet formation","BP"
"17860","GO:0106070",0.0409728037166442,"regulation of adenylate cyclase-activating G protein-coupled receptor signaling pathway","BP"
"9424","GO:0035408",0.0411841928137208,"histone H3-T6 phosphorylation","BP"
"8320","GO:0032722",0.0411963919491528,"positive regulation of chemokine production","BP"
"7711","GO:0031641",0.0413047444002583,"regulation of myelination","BP"
"8925","GO:0034201",0.0413646937263758,"response to oleic acid","BP"
"621","GO:0001821",0.0414090748430496,"histamine secretion","BP"
"3667","GO:0007620",0.0415166179916807,"copulation","BP"
"2751","GO:0006022",0.041601054796598,"aminoglycan metabolic process","BP"
"6143","GO:0018345",0.041792171808662,"protein palmitoylation","BP"
"17388","GO:0098801",0.041948073112223,"regulation of renal system process","BP"
"7706","GO:0031632",0.0420375896080401,"positive regulation of synaptic vesicle fusion to presynaptic active zone membrane","BP"
"17628","GO:0099502",0.0420375896080401,"calcium-dependent activation of synaptic vesicle fusion","BP"
"17712","GO:0099625",0.0420621305455346,"ventricular cardiac muscle cell membrane repolarization","BP"
"747","GO:0001996",0.0421256479988108,"positive regulation of heart rate by epinephrine-norepinephrine","BP"
"9637","GO:0035787",0.0421508644715198,"cell migration involved in kidney development","BP"
"11722","GO:0045860",0.0421716225809542,"positive regulation of protein kinase activity","BP"
"4976","GO:0014061",0.0422716164582027,"regulation of norepinephrine secretion","BP"
"9382","GO:0035335",0.0424473193885736,"peptidyl-tyrosine dephosphorylation","BP"
"1064","GO:0002537",0.0424677281583429,"nitric oxide production involved in inflammatory response","BP"
"3299","GO:0006857",0.0425346345092054,"oligopeptide transport","BP"
"16728","GO:0090313",0.0425481316695807,"regulation of protein targeting to membrane","BP"
"7024","GO:0030225",0.0425687705872963,"macrophage differentiation","BP"
"8874","GO:0034116",0.04258100167642,"positive regulation of heterotypic cell-cell adhesion","BP"
"4675","GO:0010656",0.0426630414270167,"negative regulation of muscle cell apoptotic process","BP"
"4940","GO:0014013",0.0426955269684544,"regulation of gliogenesis","BP"
"8865","GO:0034104",0.0427333530299146,"negative regulation of tissue remodeling","BP"
"16963","GO:0097151",0.0427582169488538,"positive regulation of inhibitory postsynaptic potential","BP"
"17403","GO:0098828",0.0427582169488538,"modulation of inhibitory postsynaptic potential","BP"
"2835","GO:0006165",0.0427857918524204,"nucleoside diphosphate phosphorylation","BP"
"16992","GO:0097193",0.0428198547375811,"intrinsic apoptotic signaling pathway","BP"
"17545","GO:0099040",0.0428229840919039,"ceramide translocation","BP"
"12229","GO:0046967",0.0429317654276167,"cytosol to endoplasmic reticulum transport","BP"
"19351","GO:1903515",0.0429317654276167,"calcium ion transport from cytosol to endoplasmic reticulum","BP"
"21157","GO:2000514",0.0429320208167276,"regulation of CD4-positive, alpha-beta T cell activation","BP"
"10329","GO:0042364",0.0429472129922027,"water-soluble vitamin biosynthetic process","BP"
"15730","GO:0071468",0.0429666297980487,"cellular response to acidic pH","BP"
"4731","GO:0010744",0.0430009334493936,"positive regulation of macrophage derived foam cell differentiation","BP"
"742","GO:0001990",0.0430039174953911,"regulation of systemic arterial blood pressure by hormone","BP"
"8474","GO:0032960",0.0430940078515201,"regulation of inositol trisphosphate biosynthetic process","BP"
"3186","GO:0006670",0.0431643582369925,"sphingosine metabolic process","BP"
"14716","GO:0061577",0.0431884104472369,"calcium ion transmembrane transport via high voltage-gated calcium channel","BP"
"16526","GO:0089718",0.0433112427821407,"amino acid import across plasma membrane","BP"
"6203","GO:0019062",0.0434528734351523,"virion attachment to host cell","BP"
"18160","GO:1900017",0.0434623959510095,"positive regulation of cytokine production involved in inflammatory response","BP"
"3203","GO:0006691",0.04363730015579,"leukotriene metabolic process","BP"
"1472","GO:0003332",0.0436681521278169,"negative regulation of extracellular matrix constituent secretion","BP"
"13002","GO:0050858",0.0436778395525224,"negative regulation of antigen receptor-mediated signaling pathway","BP"
"13200","GO:0051155",0.043680993937098,"positive regulation of striated muscle cell differentiation","BP"
"5010","GO:0014741",0.0436843286765508,"negative regulation of muscle hypertrophy","BP"
"15976","GO:0071902",0.0437253385814276,"positive regulation of protein serine/threonine kinase activity","BP"
"13258","GO:0051262",0.0437313823699157,"protein tetramerization","BP"
"16186","GO:0072275",0.0437797999283358,"metanephric glomerulus morphogenesis","BP"
"16187","GO:0072276",0.0437797999283358,"metanephric glomerulus vasculature morphogenesis","BP"
"16188","GO:0072277",0.0437797999283358,"metanephric glomerular capillary formation","BP"
"734","GO:0001974",0.0437898855200641,"blood vessel remodeling","BP"
"18946","GO:1902617",0.043813054579196,"response to fluoride","BP"
"8203","GO:0032530",0.043848694736883,"regulation of microvillus organization","BP"
"17222","GO:0097720",0.04393817266297,"calcineurin-mediated signaling","BP"
"18449","GO:1901292",0.0440519768227299,"nucleoside phosphate catabolic process","BP"
"7180","GO:0030540",0.0440546319155764,"female genitalia development","BP"
"724","GO:0001964",0.0440552176741956,"startle response","BP"
"18375","GO:1901031",0.0441028200786262,"regulation of response to reactive oxygen species","BP"
"10937","GO:0043535",0.0441063327060919,"regulation of blood vessel endothelial cell migration","BP"
"11748","GO:0045915",0.0442312111773533,"positive regulation of catecholamine metabolic process","BP"
"11785","GO:0045964",0.0442312111773533,"positive regulation of dopamine metabolic process","BP"
"7924","GO:0032094",0.0442913200899769,"response to food","BP"
"15889","GO:0071715",0.0444003613085157,"icosanoid transport","BP"
"18552","GO:1901571",0.0444003613085157,"fatty acid derivative transport","BP"
"13226","GO:0051222",0.0445281222907379,"positive regulation of protein transport","BP"
"9435","GO:0035442",0.0445983339977609,"dipeptide transmembrane transport","BP"
"10589","GO:0042938",0.0445983339977609,"dipeptide transport","BP"
"12650","GO:0048661",0.0445990483751966,"positive regulation of smooth muscle cell proliferation","BP"
"1301","GO:0003010",0.0446620842515548,"voluntary skeletal muscle contraction","BP"
"4996","GO:0014721",0.0446620842515548,"twitch skeletal muscle contraction","BP"
"7055","GO:0030278",0.0446627272693322,"regulation of ossification","BP"
"8652","GO:0033292",0.0447416965870253,"T-tubule organization","BP"
"15121","GO:0070314",0.0447709713209057,"G1 to G0 transition","BP"
"14310","GO:0060687",0.0448740920346664,"regulation of branching involved in prostate gland morphogenesis","BP"
"8868","GO:0034110",0.0451977402526561,"regulation of homotypic cell-cell adhesion","BP"
"1363","GO:0003158",0.0452612477516847,"endothelium development","BP"
"5994","GO:0017085",0.0452867125010039,"response to insecticide","BP"
"1152","GO:0002700",0.045311918611268,"regulation of production of molecular mediator of immune response","BP"
"19203","GO:1903210",0.0453241062629381,"glomerular visceral epithelial cell apoptotic process","BP"
"19905","GO:1904633",0.0453241062629381,"regulation of glomerular visceral epithelial cell apoptotic process","BP"
"19906","GO:1904635",0.0453241062629381,"positive regulation of glomerular visceral epithelial cell apoptotic process","BP"
"17335","GO:0098704",0.0453723083719862,"carbohydrate import across plasma membrane","BP"
"18072","GO:0140271",0.0453723083719862,"hexose import across plasma membrane","BP"
"4630","GO:0010593",0.0454312233924305,"negative regulation of lamellipodium assembly","BP"
"13440","GO:0051604",0.0454345739568506,"protein maturation","BP"
"14360","GO:0060753",0.045479249215855,"regulation of mast cell chemotaxis","BP"
"18803","GO:1902236",0.0456125174284182,"negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway","BP"
"13560","GO:0051881",0.0457015583760501,"regulation of mitochondrial membrane potential","BP"
"10006","GO:0038018",0.0459366339438255,"Wnt receptor catabolic process","BP"
"5356","GO:0015807",0.0459687699186409,"L-amino acid transport","BP"
"4592","GO:0010518",0.046167323834301,"positive regulation of phospholipase activity","BP"
"4740","GO:0010753",0.0461709136972002,"positive regulation of cGMP-mediated signaling","BP"
"8470","GO:0032956",0.0462098713823813,"regulation of actin cytoskeleton organization","BP"
"14472","GO:0060997",0.04627653404583,"dendritic spine morphogenesis","BP"
"19095","GO:1902996",0.046287485497884,"regulation of neurofibrillary tangle assembly","BP"
"3414","GO:0007039",0.0463813472103811,"protein catabolic process in the vacuole","BP"
"19622","GO:1904019",0.0464055874552598,"epithelial cell apoptotic process","BP"
"14230","GO:0060541",0.0464391817597736,"respiratory system development","BP"
"13616","GO:0051957",0.0464937583141414,"positive regulation of amino acid transport","BP"
"13463","GO:0051649",0.0466270307061114,"establishment of localization in cell","BP"
"13940","GO:0060117",0.0466538341034171,"auditory receptor cell development","BP"
"11699","GO:0045821",0.0468691376936492,"positive regulation of glycolytic process","BP"
"20624","GO:1990264",0.0469067062903546,"peptidyl-tyrosine dephosphorylation involved in inactivation of protein kinase activity","BP"
"20965","GO:2000182",0.0470189243133336,"regulation of progesterone biosynthetic process","BP"
"18299","GO:1900273",0.0473095577130773,"positive regulation of long-term synaptic potentiation","BP"
"4348","GO:0009450",0.0474308724205075,"gamma-aminobutyric acid catabolic process","BP"
"13267","GO:0051280",0.047435301434641,"negative regulation of release of sequestered calcium ion into cytosol","BP"
"4208","GO:0009164",0.0475353709499386,"nucleoside catabolic process","BP"
"8285","GO:0032656",0.0475817235814769,"regulation of interleukin-13 production","BP"
"2810","GO:0006109",0.0475933843784029,"regulation of carbohydrate metabolic process","BP"
"17998","GO:0120252",0.0475954640384519,"hydrocarbon metabolic process","BP"
"4742","GO:0010755",0.0476018690993992,"regulation of plasminogen activation","BP"
"7033","GO:0030239",0.04765734099948,"myofibril assembly","BP"
"13699","GO:0052651",0.0477986847863813,"monoacylglycerol catabolic process","BP"
"18738","GO:1902074",0.047817020616707,"response to salt","BP"
"6262","GO:0019226",0.0478241130253364,"transmission of nerve impulse","BP"
"9012","GO:0034380",0.047856131002656,"high-density lipoprotein particle assembly","BP"
"10560","GO:0042823",0.047859254919051,"pyridoxal phosphate biosynthetic process","BP"
"8078","GO:0032371",0.0479524956910055,"regulation of sterol transport","BP"
"10377","GO:0042454",0.0480307669250662,"ribonucleoside catabolic process","BP"
"4825","GO:0010874",0.0480482012645273,"regulation of cholesterol efflux","BP"
"4305","GO:0009313",0.0481187441514788,"oligosaccharide catabolic process","BP"
"14043","GO:0060284",0.0483608436431771,"regulation of cell development","BP"
"16106","GO:0072144",0.0483652613327044,"glomerular mesangial cell development","BP"
"8025","GO:0032286",0.0485322383817793,"central nervous system myelin maintenance","BP"
"3525","GO:0007229",0.0485504091125238,"integrin-mediated signaling pathway","BP"
"21355","GO:2000849",0.0485643519500231,"regulation of glucocorticoid secretion","BP"
"3157","GO:0006636",0.0485663495487292,"unsaturated fatty acid biosynthetic process","BP"
"4590","GO:0010513",0.0488273565229982,"positive regulation of phosphatidylinositol biosynthetic process","BP"
"15626","GO:0071313",0.0488794934683946,"cellular response to caffeine","BP"
"20858","GO:1990962",0.0489162223903248,"xenobiotic transport across blood-brain barrier","BP"
"19496","GO:1903786",0.0489561993824604,"regulation of glutathione biosynthetic process","BP"
"11931","GO:0046340",0.0490984236830595,"diacylglycerol catabolic process","BP"
"4187","GO:0009142",0.0491802884916783,"nucleoside triphosphate biosynthetic process","BP"
"3612","GO:0007497",0.0492809123366824,"posterior midgut development","BP"
"13316","GO:0051354",0.0493038109436913,"negative regulation of oxidoreductase activity","BP"
"9216","GO:0034766",0.0493643293270973,"negative regulation of ion transmembrane transport","BP"
"14105","GO:0060359",0.049407980063947,"response to ammonium ion","BP"
"17058","GO:0097350",0.0494840758701885,"neutrophil clearance","BP"
"14091","GO:0060343",0.049686987188715,"trabecula formation","BP"
"19146","GO:1903076",0.0496911399668428,"regulation of protein localization to plasma membrane","BP"
"11635","GO:0045685",0.0497367023968469,"regulation of glial cell differentiation","BP"
"14303","GO:0060677",0.0497822802777081,"ureteric bud elongation","BP"
"8044","GO:0032309",0.049813107648214,"icosanoid secretion","BP"
"7006","GO:0030207",0.0499217102125119,"chondroitin sulfate catabolic process","BP"
"2798","GO:0006096",0.049997637347973,"glycolytic process","BP"
