"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"2431","GO:0005391",0.00126227171402749,0.999943461243919,6,7,"sodium:potassium-exchanging ATPase activity","MF"
"3997","GO:0008554",0.00126227171402749,0.999943461243919,6,7,"sodium transmembrane transporter activity, phosphorylative mechanism","MF"
"3999","GO:0008556",0.00126227171402749,0.999943461243919,6,7,"potassium transmembrane transporter activity, phosphorylative mechanism","MF"
"3360","GO:0006950",0.0012763973622793,0.998907280321282,818,3010,"response to stress","BP"
"3280","GO:0006821",0.00127833500272393,0.999436428311699,31,78,"chloride transport","BP"
"18116","GO:0150034",0.00129389710669401,0.999167238127493,92,287,"distal axon","CC"
"4526","GO:0010257",0.0013013939680474,0.999457015577429,30,64,"NADH dehydrogenase complex assembly","BP"
"8488","GO:0032981",0.0013013939680474,0.999457015577429,30,64,"mitochondrial respiratory chain complex I assembly","BP"
"10450","GO:0042596",0.00130726793534432,0.999578318990643,19,39,"fear response","BP"
"21414","GO:2001069",0.00132002549611,0.999940284836093,6,7,"glycogen binding","MF"
"4671","GO:0010648",0.00132299833342785,0.998946456599701,336,1174,"negative regulation of cell communication","BP"
"435","GO:0001504",0.00132862269607478,0.999625706239136,16,31,"neurotransmitter uptake","BP"
"11526","GO:0045428",0.00133230374463302,0.999548318339709,20,43,"regulation of nitric oxide biosynthetic process","BP"
"3983","GO:0008528",0.00133355402469087,0.999411514547991,32,75,"G protein-coupled peptide receptor activity","MF"
"17100","GO:0097435",0.00133878883919544,0.999015558610071,181,617,"supramolecular fiber organization","BP"
"1454","GO:0003299",0.00135182470214883,0.999734983592791,11,19,"muscle hypertrophy in response to stress","BP"
"5067","GO:0014887",0.00135182470214883,0.999734983592791,11,19,"cardiac muscle adaptation","BP"
"5075","GO:0014898",0.00135182470214883,0.999734983592791,11,19,"cardiac muscle hypertrophy in response to stress","BP"
"9334","GO:0035249",0.00136374732320021,0.999375242448551,33,86,"synaptic transmission, glutamatergic","BP"
"13442","GO:0051607",0.0013668072872854,0.999210666826768,62,175,"defense response to virus","BP"
"4769","GO:0010807",0.00136798518948323,0.999937622353637,6,7,"regulation of synaptic vesicle priming","BP"
"17445","GO:0098889",0.00141547063784919,0.999391480907724,29,72,"intrinsic component of presynaptic membrane","CC"
"12981","GO:0050818",0.00143543568398751,0.999401813826487,28,65,"regulation of coagulation","BP"
"3228","GO:0006735",0.00143680780213856,0.999645388307209,14,25,"NADH regeneration","BP"
"14736","GO:0061621",0.00143680780213856,0.999645388307209,14,25,"canonical glycolysis","BP"
"14786","GO:0061718",0.00143680780213856,0.999645388307209,14,25,"glucose catabolic process to pyruvate","BP"
"1020","GO:0002457",0.00146038385120415,1,5,5,"T cell antigen processing and presentation","BP"
"2834","GO:0006164",0.00147332577005043,0.99914793140428,62,172,"purine nucleotide biosynthetic process","BP"
"3626","GO:0007528",0.001473344733508,0.99948466358671,20,46,"neuromuscular junction development","BP"
"3354","GO:0006939",0.00147629247937731,0.999315530492619,34,86,"smooth muscle contraction","BP"
"12185","GO:0046889",0.00148300670144799,0.999378032542896,28,66,"positive regulation of lipid biosynthetic process","BP"
"3357","GO:0006942",0.00148406217864634,0.9993508638016,30,74,"regulation of striated muscle contraction","BP"
"6876","GO:0023057",0.00148593043478087,0.998813918987661,336,1176,"negative regulation of signaling","BP"
"14487","GO:0061024",0.00148628616668675,0.998869423709863,226,766,"membrane organization","BP"
"12615","GO:0048585",0.00148823244158424,0.998795842242944,383,1353,"negative regulation of response to stimulus","BP"
"3546","GO:0007272",0.00149498714115262,0.999205904630405,47,130,"ensheathment of neurons","BP"
"3885","GO:0008366",0.00149498714115262,0.999205904630405,47,130,"axon ensheathment","BP"
"13255","GO:0051259",0.00149749618612335,0.999108753792266,67,196,"protein complex oligomerization","BP"
"16894","GO:0097028",0.00150122275341337,0.999627506820185,14,25,"dendritic cell differentiation","BP"
"8117","GO:0032415",0.00150225365183338,1,5,5,"regulation of sodium:proton antiporter activity","BP"
"10342","GO:0042392",0.00150458610322084,0.999929920897001,6,7,"sphingosine-1-phosphate phosphatase activity","MF"
"3807","GO:0008236",0.00151560491188099,0.999267514327451,38,94,"serine-type peptidase activity","MF"
"18551","GO:1901570",0.00152342917061963,0.999329803042823,31,73,"fatty acid derivative biosynthetic process","BP"
"6911","GO:0030048",0.00153569335605491,0.999210186125852,42,120,"actin filament-based movement","BP"
"4980","GO:0014065",0.00156691404872917,0.999190309650101,43,119,"phosphatidylinositol 3-kinase signaling","BP"
"6788","GO:0022010",0.00157728180717834,0.999656209163672,12,21,"central nervous system myelination","BP"
"8030","GO:0032291",0.00157728180717834,0.999656209163672,12,21,"axon ensheathment in central nervous system","BP"
"18174","GO:1900038",0.00157892845398331,0.999925659092056,6,7,"negative regulation of cellular response to hypoxia","BP"
"2676","GO:0005890",0.00158645057086041,0.999925225199267,6,7,"sodium:potassium-exchanging ATPase complex","CC"
"9947","GO:0036465",0.00158761400305987,0.999311544139431,29,72,"synaptic vesicle recycling","BP"
"916","GO:0002279",0.00158949823393056,0.999477258321558,19,39,"mast cell activation involved in immune response","BP"
"10803","GO:0043303",0.00158949823393056,0.999477258321558,19,39,"mast cell degranulation","BP"
"8561","GO:0033108",0.00159273841628292,0.999204417013013,42,100,"mitochondrial respiratory chain complex assembly","BP"
"4886","GO:0010951",0.00160192718174021,0.99912658308177,51,137,"negative regulation of endopeptidase activity","BP"
"7285","GO:0030855",0.00161777282700646,0.99885687820033,139,455,"epithelial cell differentiation","BP"
"21","GO:0000041",0.00164079598482682,0.999191036976717,39,99,"transition metal ion transport","BP"
"15959","GO:0071880",0.00164898225334735,0.999667508142169,11,19,"adenylate cyclase-activating adrenergic receptor signaling pathway","BP"
"13191","GO:0051146",0.00165599671823156,0.998988008005453,72,217,"striated muscle cell differentiation","BP"
"17424","GO:0098862",0.00167263608932521,0.999134553643737,43,117,"cluster of actin-based cell projections","CC"
"5761","GO:0016614",0.00168380697126629,0.999176807754293,39,94,"oxidoreductase activity, acting on CH-OH group of donors","MF"
"2384","GO:0005272",0.0016838471806559,0.999463610119994,17,38,"sodium channel activity","MF"
"4040","GO:0008652",0.00169267767646489,0.99924715632968,31,74,"cellular amino acid biosynthetic process","BP"
"618","GO:0001818",0.00169426188895905,0.999001622775982,64,182,"negative regulation of cytokine production","BP"
"513","GO:0001653",0.00169826926245114,0.999235029663415,32,76,"peptide receptor activity","MF"
"19358","GO:1903523",0.00170372674164788,0.999551906343809,14,27,"negative regulation of blood circulation","BP"
"3676","GO:0007632",0.001714330238425,0.999395741167177,20,45,"visual behavior","BP"
"12649","GO:0048660",0.00171770355887371,0.999119954683555,42,112,"regulation of smooth muscle cell proliferation","BP"
"10527","GO:0042762",0.00172278492715402,0.999777808283193,8,12,"regulation of sulfur metabolic process","BP"
"11746","GO:0045913",0.00173533610902484,0.999266682721832,27,67,"positive regulation of carbohydrate metabolic process","BP"
"18894","GO:1902476",0.0017376956518482,0.999265606519186,27,67,"chloride transmembrane transport","BP"
"19316","GO:1903428",0.001750590304424,0.999431403602559,18,38,"positive regulation of reactive oxygen species biosynthetic process","BP"
"13465","GO:0051651",0.00175657551312574,0.998988426426073,58,169,"maintenance of location in cell","BP"
"10746","GO:0043209",0.00178565781902257,0.999377406681258,20,43,"myelin sheath","CC"
"9719","GO:0035934",0.00178727149354402,1,5,5,"corticosterone secretion","BP"
"11003","GO:0043647",0.00179955774576682,0.999254858260276,26,63,"inositol phosphate metabolic process","BP"
"449","GO:0001523",0.00181124347753822,0.999228419307921,28,66,"retinoid metabolic process","BP"
"3103","GO:0006566",0.00181991986862859,1,5,5,"threonine metabolic process","BP"
"16281","GO:0072522",0.0018225262793027,0.998919005248942,65,183,"purine-containing compound biosynthetic process","BP"
"13597","GO:0051932",0.00182657714687855,0.999352252796983,20,45,"synaptic transmission, GABAergic","BP"
"19538","GO:1903859",0.0018278263975135,0.999581293822225,12,22,"regulation of dendrite extension","BP"
"8262","GO:0032620",0.00184322514599487,0.999638129905166,11,18,"interleukin-17 production","BP"
"7038","GO:0030247",0.00184367934020644,0.999674972022453,10,16,"polysaccharide binding","MF"
"13708","GO:0052689",0.0018818448575134,0.99905614722896,40,101,"carboxylic ester hydrolase activity","MF"
"2202","GO:0004935",0.00189670745392449,0.999906923505106,6,7,"adrenergic receptor activity","MF"
"10429","GO:0042572",0.00191218163323077,0.999473161101267,15,28,"retinol metabolic process","BP"
"15111","GO:0070296",0.00192159482401198,0.999452174485928,15,30,"sarcoplasmic reticulum calcium ion transport","BP"
"674","GO:0001894",0.00192275257775265,0.998837218611362,68,200,"tissue homeostasis","BP"
"7849","GO:0031966",0.00192642848347064,0.99854487150981,210,664,"mitochondrial membrane","CC"
"8503","GO:0033003",0.00193589947174143,0.999431271306139,16,31,"regulation of mast cell activation","BP"
"5508","GO:0016101",0.00194087017957143,0.999139138730807,30,72,"diterpenoid metabolic process","BP"
"4197","GO:0009152",0.00195821592077659,0.998884773798012,56,155,"purine ribonucleotide biosynthetic process","BP"
"18319","GO:1900407",0.00196128118191995,0.999141106756219,29,70,"regulation of cellular response to oxidative stress","BP"
"4990","GO:0014704",0.00196142724351735,0.999294999374545,20,46,"intercalated disc","CC"
"10865","GO:0043408",0.00196558878633626,0.998556063191639,169,563,"regulation of MAPK cascade","BP"
"3241","GO:0006754",0.00196750870826919,0.99926675558902,22,48,"ATP biosynthetic process","BP"
"10309","GO:0042325",0.00196790086599488,0.998405705697175,366,1305,"regulation of phosphorylation","BP"
"8998","GO:0034364",0.00199270628691639,0.99971507022801,9,13,"high-density lipoprotein particle","CC"
"7677","GO:0031579",0.0020262921234589,0.999543087935043,12,21,"membrane raft organization","BP"
"13247","GO:0051251",0.00202890372381047,0.998781498306483,66,191,"positive regulation of lymphocyte activation","BP"
"10258","GO:0042219",0.00204789273877492,0.999503644760091,13,23,"cellular modified amino acid catabolic process","BP"
"3853","GO:0008307",0.00208199716697434,0.999392387414912,15,31,"structural constituent of muscle","MF"
"11792","GO:0045986",0.00208508080518167,0.999671293925602,9,14,"negative regulation of smooth muscle contraction","BP"
"8498","GO:0032994",0.00209281006876325,0.999491322275307,13,23,"protein-lipid complex","CC"
"7704","GO:0031629",0.00210874014470167,0.99952189466157,12,21,"synaptic vesicle fusion to presynaptic active zone membrane","BP"
"17626","GO:0099500",0.00210874014470167,0.99952189466157,12,21,"vesicle fusion to plasma membrane","BP"
"17621","GO:0099240",0.00211117004595143,0.998818888837916,51,148,"intrinsic component of synaptic membrane","CC"
"19119","GO:1903034",0.00211336753012815,0.998854936007006,47,130,"regulation of response to wounding","BP"
"10928","GO:0043523",0.00211458483608948,0.9987546906551,61,176,"regulation of neuron apoptotic process","BP"
"2070","GO:0004714",0.0021147550822781,0.999159364194925,23,57,"transmembrane receptor protein tyrosine kinase activity","MF"
"17322","GO:0098685",0.00211493503572398,0.999042172297999,30,77,"Schaffer collateral - CA1 synapse","CC"
"10781","GO:0043268",0.00211575072211216,0.999286597617593,18,40,"positive regulation of potassium ion transport","BP"
"2626","GO:0005811",0.00211888746574262,0.999008080407163,33,82,"lipid droplet","CC"
"10413","GO:0042542",0.00213496213731997,0.998857826380277,46,122,"response to hydrogen peroxide","BP"
"7713","GO:0031643",0.00213896620376407,0.999593577890803,10,17,"positive regulation of myelination","BP"
"10486","GO:0042692",0.00214557866299471,0.998586974121792,93,293,"muscle cell differentiation","BP"
"8303","GO:0032689",0.00215755145358469,0.999566583458057,11,18,"negative regulation of interferon-gamma production","BP"
"11404","GO:0045109",0.00216172995153231,0.999588583173534,10,17,"intermediate filament organization","BP"
"17242","GO:0097756",0.00216623631779489,0.999074677293818,27,65,"negative regulation of blood vessel diameter","BP"
"696","GO:0001932",0.0021703608678004,0.998258823407395,326,1153,"regulation of protein phosphorylation","BP"
"8706","GO:0033559",0.00217153089150812,0.998989638932881,33,79,"unsaturated fatty acid metabolic process","BP"
"18472","GO:1901338",0.00218143462991076,0.999808972387954,7,9,"catecholamine binding","MF"
"17315","GO:0098661",0.00218373978929855,0.998963754533176,33,87,"inorganic anion transmembrane transport","BP"
"12100","GO:0046685",0.00221224884490742,0.999340184847493,16,31,"response to arsenic-containing substance","BP"
"10667","GO:0043069",0.00221273743436291,0.998318648058776,209,699,"negative regulation of programmed cell death","BP"
"21032","GO:2000310",0.00223174865404362,0.99933506372037,15,32,"regulation of NMDA receptor activity","BP"
"1138","GO:0002686",0.00223833637389994,0.999321892247277,16,32,"negative regulation of leukocyte migration","BP"
"19124","GO:1903039",0.00225689872605347,0.998730675562742,52,146,"positive regulation of leukocyte cell-cell adhesion","BP"
"20528","GO:1905952",0.00228731113916945,0.99880718666962,42,112,"regulation of lipid localization","BP"
"8973","GO:0034330",0.00232857960824001,0.998260689851921,179,634,"cell junction organization","BP"
"1204","GO:0002792",0.00232877240081203,0.998966481171006,29,70,"negative regulation of peptide secretion","BP"
"3267","GO:0006801",0.00233215271365866,0.999092119674049,23,51,"superoxide metabolic process","BP"
"20995","GO:2000249",0.0023411105111487,0.999250237044466,17,35,"regulation of actin cytoskeleton reorganization","BP"
"8426","GO:0032890",0.00237956887776014,0.999086333693322,22,50,"regulation of organic acid transport","BP"
"5750","GO:0016595",0.00238708169576926,0.999738289674457,7,10,"glutamate binding","MF"
"10690","GO:0043121",0.00241738429752817,0.999807985573258,6,8,"neurotrophin binding","MF"
